id,focus,signal,slack,drag,confidence,score,lane
l001,claim drift,35,33,6,25,213,ship
l002,replay exposure,35,34,6,55,245,ship
l003,policy width,35,35,6,85,277,ship
l004,trust boundary,35,36,18,25,183,watch
l005,claim drift,35,37,18,55,215,ship
l006,replay exposure,35,38,18,85,247,ship
l007,policy width,35,39,34,25,141,watch
l008,trust boundary,35,40,34,55,173,watch
l009,claim drift,35,41,34,85,205,ship
l010,replay exposure,60,42,6,25,331,ship
l011,policy width,60,43,6,55,363,ship
l012,trust boundary,60,44,6,85,395,ship
l013,claim drift,60,45,18,25,301,ship
l014,replay exposure,60,46,18,55,333,ship
l015,policy width,60,47,18,85,365,ship
l016,trust boundary,60,48,34,25,259,ship
l017,claim drift,60,32,34,55,257,ship
l018,replay exposure,60,33,34,85,289,ship
l019,policy width,85,34,6,25,415,ship
l020,trust boundary,85,35,6,55,447,ship
l021,claim drift,85,36,6,85,479,ship
l022,replay exposure,85,37,18,25,385,ship
l023,policy width,85,38,18,55,417,ship
l024,trust boundary,85,39,18,85,449,ship
l025,claim drift,85,40,34,25,343,ship
l026,replay exposure,85,41,34,55,375,ship
l027,policy width,85,42,34,85,407,ship
